,society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
1321,Mapsko Casa Bella,1.75,6903,4,5,3+,1.0,West,flat,sector 82,2802.7999999999997,1960.0,1,0,0,0,0,,0,1,33,490.0
1322,Tulip Ivory,2.35,9791,4,4,3+,8.0,West,flat,sector 70,3432.0,2400.0,0,0,1,0,0,old property,86,1,42,600.0
1323,ATS Marigold,1.5,8500,3,3,3,5.0,North,flat,sector 89a,2073.5,1450.0,1,0,0,0,0,Under Construction,86,1,34,483.3333333333333
1324,AIPL Zen Residences,1.34,10276,2,2,3+,17.0,East,flat,sector 70a,1305.3039999999999,912.8,1,0,0,0,0,New Property,89,2,42,456.4
1325,Tulip Yellow,1.8,10563,3,3,3,14.0,East,flat,sector 69,2436.72,1704.0,1,0,0,0,0,,0,1,59,568.0
1326,Sare Green ParC Phase 3,1.1,6875,4,3,2,12.0,North,flat,sector 92,2288.0,1600.0,1,0,0,0,0,New Property,11,1,26,400.0
1327,Adani Brahma Samsara Vilasa,3.25,20661,3,3,3,4.0,North-East,flat,sector 63,1573.0,1100.0,0,0,0,0,1,New Property,23,1,52,366.6666666666667
1328,Smart World Orchard,2.55,15644,3,3,2,4.0,,flat,sector 61,2330.9,1630.0,0,0,0,0,1,New Property,19,1,51,543.3333333333334
1329,Sare Green Parc 2,0.61,4837,3,2,2,6.0,,flat,sector 92,1262.2609999999997,882.6999999999999,0,0,0,0,1,Under Construction,0,1,5,294.2333333333333
1330,Signature Global Park,0.75,6938,2,2,0,1.0,,flat,sector 36 sohna,1236.664,864.8000000000001,1,0,0,0,0,,0,1,42,432.40000000000003
1331,Eldeco Accolade,1.35,6136,3,3,3,2.0,,flat,sohna,3146.0,2200.0,0,0,1,0,0,New Property,68,1,18,733.3333333333334
1332,Tulip Violet,1.65,8872,3,3,2,1.0,,flat,sector 69,1805.232,1262.4,1,0,0,0,0,relatively new,70,2,35,420.8
1333,BPTP Park Generations,1.5,9868,3,2,3+,17.0,North-East,flat,sector 37d,1521.52,1064.0,1,0,0,0,0,relatively new,25,1,42,354.6666666666667
1334,Spaze Privy,1.9,9620,3,3,3,10.0,,flat,sector 72,1976.975,1382.5,0,0,1,0,0,old property,44,2,40,460.8333333333333
1335,Central Park Resorts,15.0,22388,5,6,3+,17.0,,flat,sector 48,9581.0,6700.0,0,1,1,1,0,relatively new,54,0,44,1340.0
1336,Puri Diplomatic Greens,3.9,13000,4,5,3+,6.0,North-East,flat,sector 111,4218.5,2950.0,0,0,1,0,0,relatively new,128,0,44,737.5
1337,Breez Global Heights,0.46,4842,2,2,2,4.0,North-East,flat,sohna,1001.0,700.0,1,0,0,0,0,relatively new,70,0,42,350.0
1338,Shri Ram Apartments,0.32,3368,2,2,1,4.0,,flat,sector 3a,1358.5,950.0,1,0,0,0,0,relatively new,5,2,34,475.0
1339,DLF The Arbour,7.8,19747,4,4,0,6.0,,flat,sector 63,4518.8,3160.0,1,0,0,0,0,,0,1,26,790.0
1340,BSF CHS,0.95,5937,3,3,3,13.0,,flat,gwal pahari,2288.0,1600.0,1,0,0,0,0,,23,1,29,533.3333333333334
1341,HSIIDC Sidco Shivalik Apartments,0.85,5102,3,2,2,5.0,,flat,manesar,1667.6659999999997,1166.1999999999998,1,0,0,0,0,old property,0,1,14,388.7333333333333
1342,TARC Maceo,0.95,5954,2,2,2,10.0,East,flat,sector 91,1311.3099999999997,916.9999999999999,1,0,0,0,0,relatively new,72,1,25,458.49999999999994
1343,dnha group housing society,0.75,4518,3,2,2,5.0,,flat,manesar,1661.6599999999999,1162.0,1,0,0,0,0,old property,0,1,14,387.3333333333333
1344,NBCC Heights,0.75,6578,2,2,2,6.0,,flat,sector 89,1141.1399999999999,798.0,1,0,0,0,0,old property,0,1,48,399.0
1345,Vatika Gurgaon 21,1.4,6628,3,3,2,7.0,,flat,sector 83,1736.735,1214.5,1,0,0,0,0,relatively new,62,2,42,404.8333333333333
1346,Malibu Towers,2.45,10698,3,4,2,1.0,,flat,sector 47,3274.7,2290.0,0,1,0,0,0,,25,2,46,763.3333333333334
1347,M3M Soulitude,1.25,8784,3,3,2,3.0,,flat,sector 89,2034.8899999999999,1423.0,0,1,0,0,0,New Property,28,1,32,474.3333333333333
1348,Tulip Purple,2.6,10833,4,4,3+,4.0,,flat,sector 69,2402.4,1680.0,0,0,1,0,0,old property,23,1,59,420.0
1349,Park View Apartments,1.6,11034,3,3,3+,2.0,North-West,flat,sector 15,2073.5,1450.0,0,0,0,1,0,old property,38,1,32,483.3333333333333
1350,Tulip Petals,1.1,7097,3,2,3,4.0,,flat,sector 89,1887.6,1320.0,1,0,0,0,0,,0,1,49,440.0
1351,Ansal Plaza,1.0,10000,2,3,0,1.0,,flat,sector 2,1144.0,800.0,1,0,0,0,0,,0,1,61,400.0
1352,CHD Avenue 71,1.4,7945,3,3,2,1.0,South-East,flat,sector 71,2519.66,1762.0,0,0,0,1,0,old property,109,2,30,587.3333333333334
1353,Smart World Orchard,2.6,14723,3,3,2,2.0,,flat,sector 61,1631.6299999999999,1141.0,1,0,0,0,0,New Property,50,1,51,380.3333333333333
1354,Vatika City Homes,0.75,5660,2,2,2,3.0,West,flat,sector 83,1326.3249999999998,927.4999999999999,1,0,0,0,0,relatively new,50,1,32,463.74999999999994
1355,M3M Sky Lofts,1.0,11500,1,1,1,9.0,,flat,sector 71,622.05,435.0,1,0,0,0,0,,0,1,52,435.0
1356,Raheja Vedaanta,0.7,4522,2,2,3,1.0,West,flat,sector 108,1716.0,1200.0,1,0,0,0,0,,0,1,0,600.0
1357,Sidhartha NCR One Phase 1,0.6,4800,2,2,3,10.0,North-East,flat,sector 95,1430.0,1000.0,1,0,0,0,0,,0,1,0,500.0
1358,Chintels Paradiso,1.97,7490,4,4,2,11.0,North-East,flat,sector 109,2632.6299999999997,1840.9999999999998,0,0,1,1,0,relatively new,28,1,25,460.24999999999994
1359,Ramprastha The Edge Towers,0.75,5319,2,2,3,19.0,,flat,sector 37d,1613.04,1128.0,1,0,0,0,0,old property,0,1,40,564.0
1360,Pioneer Park,1.6,11594,2,2,2,21.0,,flat,sector 61,1973.3999999999999,1380.0,0,0,1,0,0,relatively new,89,1,43,690.0
1361,Trisara Our Homes 3,0.4,6561,2,2,1,0.0,South,flat,sohna,860.86,602.0,1,0,0,0,0,New Property,76,2,45,301.0
1362,Ashiana Anmol,0.99,8215,2,2,2,6.0,East,flat,sohna,1287.0,900.0,1,0,0,0,0,New Property,28,1,40,450.0
1363,Umang Monsoon Breeze,0.69,5390,2,2,2,11.0,,flat,sector 78,1830.3999999999999,1280.0,1,0,0,0,0,old property,57,1,16,640.0
1364,Signature Global Park 4,0.85,11333,3,2,3,1.0,,flat,sector 36 sohna,1072.5,750.0,1,0,0,0,0,New Property,29,1,52,250.0
1365,HCBS Sports Ville,0.32,4301,2,2,1,3.0,,flat,sohna,851.12456,595.192,1,0,0,0,0,relatively new,79,1,0,297.596
1366,Raheja The Vedaanta Floors,0.7,4521,2,2,3,1.0,,flat,sector 108,2213.64,1548.0,1,0,0,0,0,old property,0,2,40,774.0
1367,M3M Soulitude,1.42,9978,3,3,2,3.0,,flat,sector 89,2034.8899999999999,1423.0,1,0,0,0,0,New Property,11,1,32,474.3333333333333
1368,ROF Ananda,0.38,5899,2,2,2,5.0,,flat,sector 95,920.92,644.0,0,1,0,0,0,relatively new,48,1,24,322.0
1369,GLS Arawali Homes,0.26,4513,2,2,2,4.0,,flat,sohna,823.68,576.0,1,0,0,0,0,relatively new,43,1,7,288.0
1370,AVL 36 Gurgaon,0.5,8333,1,1,1,5.0,,flat,sector 36a,715.0,500.0,1,0,0,0,0,,0,1,0,500.0
1371,Bestech Altura,1.9,9000,3,4,2,11.0,,flat,sector 79,3074.5,2150.0,0,0,1,0,0,New Property,28,1,34,716.6666666666666
1372,Eldeco Accolade,0.85,6724,2,2,3,10.0,,flat,sohna,1043.8999999999999,730.0,1,0,0,0,0,New Property,65,1,18,365.0
1373,Adarsh nagar,0.65,6190,3,3,1,1.0,North-West,flat,sector 12,1501.5,1050.0,1,0,0,0,0,New Property,24,2,32,350.0
1374,g l s arawali homes,0.26,4513,2,2,2,1.0,,flat,sohna,576.5759999999999,403.2,1,0,0,0,0,old property,0,1,0,201.6
1375,Piedmont Taksila heights,0.9,5855,3,3,3,9.0,South-West,flat,sector 37c,1758.3280000000002,1229.6000000000001,1,0,0,0,0,old property,75,2,21,409.86666666666673
1376,DLF The Arbour,8.5,21519,4,4,0,27.0,,flat,sector 63,4518.8,3160.0,1,0,0,0,0,,0,1,26,790.0
1377,Suncity Avenue 76,0.75,10204,2,2,2,11.0,,flat,sector 76,735.735,514.5,1,0,0,0,0,relatively new,0,1,34,257.25
1378,ATS Marigold,1.5,8571,3,3,3,2.0,,flat,sector 89a,2502.5,1750.0,0,0,0,0,1,New Property,28,1,34,583.3333333333334
1379,Bestech Altura,1.9,8837,3,4,3,11.0,North-East,flat,sector 79,2152.15,1505.0,1,0,0,0,0,relatively new,75,1,34,501.6666666666667
1380,Godrej Nature Plus Serenity,1.45,8677,3,2,3,3.0,South,flat,sector-33 sohna,1672.6709999999996,1169.6999999999998,1,0,0,0,0,New Property,28,1,17,389.8999999999999
1381,Conscient Elevate,4.02,17500,3,3,1,3.0,,flat,sector 59,3281.85,2295.0,1,0,0,0,0,,40,1,59,765.0
1382,Sare Crescent Parc Royal Greens Phase 1,0.5,5000,2,2,3,2.0,North-East,flat,sector 92,1428.57,999.0,1,0,0,0,0,,0,1,12,499.5
1383,Emaar MGF The Palm Drive,3.98,18090,3,4,3+,2.0,South-East,flat,sector 66,2202.2,1540.0,0,0,1,0,0,old property,110,2,43,513.3333333333334
1384,Godrej 101,1.47,16256,2,2,3,9.0,North-East,flat,sector 79,1292.8515599999998,904.092,0,1,0,0,0,New Property,79,1,16,452.046
1385,Lotus Homz,0.7,10057,2,2,2,8.0,East,flat,sector 111,995.28,696.0,1,0,0,0,0,relatively new,40,1,42,348.0
1386,Krisumi Waterfall Residences,2.2,14874,2,2,2,23.0,North,flat,sector 36a,1480.4789999999998,1035.3,1,0,0,0,0,New Property,11,1,41,517.65
1387,Smart World Gems,1.16,8151,3,3,2,3.0,South-East,flat,sector 89,2034.8899999999999,1423.0,0,1,0,0,0,,53,1,52,474.3333333333333
1389,Antriksh Green,2.25,7826,4,4,2,9.0,North,flat,sector 45,4111.25,2875.0,0,0,1,0,0,,16,0,39,718.75
1390,Whiteland The Aspen,3.35,17615,3,4,3+,5.0,North-East,flat,sector 76,2717.0,1900.0,0,0,1,0,0,,125,0,41,633.3333333333334
1391,Ansal Height 86,0.8,5882,2,2,0,1.0,,flat,sector 86,1555.84,1088.0,1,0,0,0,0,,0,1,5,544.0
1392,Ramsons Kshitij,0.35,5495,2,2,0,5.0,,flat,sector 95,728.728,509.6,1,0,0,0,0,,0,1,0,254.8
1393,Vipul Lavanya,0.6,6666,2,2,1,0.0,,flat,sector 81,900.9,630.0,1,0,0,0,0,relatively new,0,1,5,315.0
1394,Vipul Lavanya,0.6,6666,2,2,1,0.0,East,flat,sector 81,1287.0,900.0,1,0,0,0,0,relatively new,28,1,5,450.0
1395,Pareena Mi Casa,1.0,8163,2,2,2,16.0,,flat,sector 68,1751.75,1225.0,0,0,1,0,0,New Property,60,1,52,612.5
1396,Smart World Orchard,2.54,15500,3,3,3,2.0,,flat,sector 61,2345.2,1640.0,0,0,0,0,0,relatively new,34,1,51,546.6666666666666
1397,Ansal Sushant Residency,1.5,6775,3,2,3+,1.0,,flat,sector 57,3166.02,2214.0,1,0,0,0,0,old property,53,1,32,738.0
1398,M3M Heights,2.78,15200,3,3,3,44.0,,flat,sector 65,1829.8279999999997,1279.6,1,0,0,0,0,,52,1,52,426.5333333333333
1399,Sare Crescent Parc,0.9,4260,4,5,3+,3.0,,flat,sector 92,1996.995,1396.5,0,0,1,0,0,relatively new,0,1,5,349.125
1400,ROF Aalayas,0.45,6000,1,1,2,6.0,,flat,sector 102,858.0,600.0,1,0,0,0,0,,0,1,35,600.0
1401,Paras Quartier,5.9,11028,4,4,3+,0.0,,flat,gwal pahari,6120.4,4280.0,1,0,0,0,0,old property,0,1,52,1070.0
1402,ILD Grand,1.2,6593,3,3,3,7.0,,flat,sector 37c,1821.82,1274.0,1,0,0,0,0,relatively new,33,1,34,424.6666666666667
1403,Sidhartha NCR Greens,0.56,5656,2,2,3,13.0,,flat,sector 95,990.99,693.0,1,0,0,0,0,New Property,13,1,5,346.5
1404,Mapsko Mount Ville,1.4,9395,3,3,3,2.0,North,flat,sector 79,2130.7,1490.0,1,0,0,0,0,New Property,96,2,42,496.6666666666667
1405,CGHS Hewo Apartments,1.25,11574,2,2,2,2.0,,flat,sector 31,1544.3999999999999,1080.0,1,0,0,0,0,,16,1,32,540.0
1406,Godrej Nature Plus,1.5,10200,2,2,3+,2.0,South-East,flat,sector-33 sohna,1980.55,1385.0,1,0,0,0,0,,79,1,41,692.5
1407,M3M The Marina,2.22,14322,3,2,3,4.0,East,flat,sector 68,1551.55,1085.0,1,0,0,0,0,relatively new,27,1,42,361.6666666666667
1408,Valley View Estate,1.5,8278,4,4,3+,9.0,North,flat,gwal pahari,2591.16,1812.0,0,1,1,0,1,,103,1,35,453.0
1409,Mapsko Mount Ville,1.85,9641,3,4,3,21.0,,flat,sector 79,1816.8149999999998,1270.5,0,0,1,1,0,New Property,28,1,42,423.5
1410,Smart World Orchard,1.6,13913,2,2,2,4.0,,flat,sector 61,1644.5,1150.0,1,0,0,0,0,Under Construction,31,1,51,575.0
1411,Raheja Vedas,2.15,4134,3,4,3+,12.0,East,flat,sector 108,5720.0,4000.0,0,1,0,0,0,relatively new,0,1,0,1333.3333333333333
1412,Adani Brahma Samsara Vilasa,3.0,16666,3,3,3,3.0,East,flat,sector 63,2574.0,1800.0,1,0,0,0,0,New Property,33,1,52,600.0
1413,Smart World Gems,1.2,8432,3,3,2,3.0,East,flat,sector 89,1627.912,1138.4,0,1,0,0,1,New Property,23,1,52,379.4666666666667
1414,M3M Skycity,3.0,16411,3,3,3,17.0,East,flat,sector 65,1829.8279999999997,1279.6,1,0,0,0,0,,83,1,43,426.5333333333333
1415,The Castle Society,2.0,8695,4,4,2,4.0,,flat,sector 56,2302.2999999999997,1610.0,1,0,0,0,0,relatively new,0,1,42,402.5
1416,Essel Towers,2.75,12500,4,5,3+,8.0,East,flat,sector 43,2516.7999999999997,1760.0,0,1,1,0,0,,89,0,37,440.0
1417,Lotus Homz,0.36,8888,1,1,1,10.0,,flat,sector 111,579.15,405.0,1,0,0,0,0,relatively new,27,1,42,405.0
1418,ShreeRam Apartment II,0.21,4666,1,1,1,2.0,,flat,sector 3a,643.5,450.0,1,0,0,0,0,relatively new,5,1,34,450.0
1419,M3M Woodshire,1.8,7623,3,4,3+,2.0,,flat,sector 107,1979.12,1384.0,0,0,1,0,0,relatively new,107,1,16,461.3333333333333
1420,Krisumi Waterfall Residences,4.1,15500,3,4,3,30.0,,flat,sector 36a,3629.3399999999997,2538.0,0,1,0,0,0,New Property,28,0,51,846.0
1421,Godrej 101,1.3,8269,2,2,3,3.0,North-East,flat,sector 79,1573.5719999999997,1100.3999999999999,0,1,0,0,0,New Property,28,1,16,550.1999999999999
1422,Signature Global Solera,0.6,8000,3,2,2,8.0,,flat,sector 107,929.5,650.0,1,0,0,0,0,,0,1,33,216.66666666666666
1423,Signature Global Solera,0.4,6644,2,2,1,7.0,,flat,sector 107,783.64,548.0,1,0,0,0,0,relatively new,0,1,33,274.0
1424,Ambience Creacions,1.99,14420,2,2,2,9.0,North-East,flat,sector 22,1830.3999999999999,1280.0,0,1,1,1,0,New Property,12,1,49,640.0
1425,Ambience Creacions,1.99,15546,2,2,2,9.0,North-East,flat,sector 22,1830.3999999999999,1280.0,1,0,0,0,0,New Property,28,1,49,640.0
1426,M3M Soulitude,1.28,8827,3,3,2,4.0,,flat,sector 89,2073.5,1450.0,0,1,0,0,0,relatively new,111,1,32,483.3333333333333
1427,Smart World Orchard,1.6,13913,2,2,2,4.0,North-East,flat,sector 61,1644.5,1150.0,0,1,0,0,1,New Property,18,1,51,575.0
1428,Ace Palm Floors,0.97,7863,2,2,2,1.0,,flat,sector 89,1764.62,1234.0,0,1,0,0,0,New Property,18,1,37,617.0
1429,Umang Winter Hills,0.86,6408,2,2,2,16.0,,flat,sector 77,1343.3419999999999,939.4,1,0,0,0,0,New Property,63,2,49,469.7
1430,AIPL Zen Residences,1.25,9904,2,2,2,19.0,,flat,sector 70a,1804.6599999999999,1262.0,1,0,0,0,0,New Property,24,1,42,631.0
1431,Signature Global Solera,0.25,7862,1,1,0,0.0,,flat,sector 107,363.792,254.4,1,0,0,0,0,,0,1,33,254.4
1432,Capital Residences 360,1.1,7586,2,2,3+,8.0,,flat,sector 70a,1451.4499999999998,1014.9999999999999,1,0,0,0,0,New Property,56,1,0,507.49999999999994
1433,Signature Global Synera,0.48,8450,2,2,1,7.0,South-East,flat,sector 81,812.24,568.0,1,0,0,0,0,relatively new,50,1,34,284.0
1434,ILD Greens,0.95,9223,2,2,3+,11.0,South-West,flat,sector 37c,1472.8999999999999,1030.0,0,0,0,1,0,relatively new,102,2,49,515.0
1435,Global height,0.45,6338,2,2,2,6.0,East,flat,sohna,1015.3,710.0,1,0,0,0,0,relatively new,28,0,0,355.0
1436,Signature Global the Millennia,0.65,10906,2,2,3,0.0,,flat,sector 37d,852.28,596.0,1,0,0,0,0,New Property,23,1,25,298.0
1437,M3M Heights,2.01,13500,2,2,3,8.0,North-East,flat,sector 65,2049.19,1433.0,0,1,0,0,0,New Property,27,1,52,716.5
1438,Smart World Gems,0.9,8145,2,2,2,1.0,,flat,sector 89,1264.12,884.0,1,0,0,0,0,,0,1,52,442.0
1439,Whiteland  The ASPEN,3.5,11917,3,4,3,8.0,,flat,sector 76,2519.66,1762.0,1,0,0,0,0,,0,1,14,587.3333333333334
1440,Godrej Air,1.3,14541,2,2,3,30.0,,flat,sector 85,1278.4199999999998,894.0,1,0,0,0,0,relatively new,88,1,41,447.0
1441,HCBS Sports Ville,0.25,4166,1,1,1,12.0,,flat,sohna,686.4,480.0,1,0,0,0,0,relatively new,37,1,0,480.0
1442,Pivotal Devaan,0.27,7964,1,1,1,13.0,North-East,flat,sector 84,484.77,339.0,1,0,0,0,0,relatively new,35,0,36,339.0
1443,CGHS Vidya Enclave,1.7,10967,3,2,3,6.0,,flat,sector 56,2216.5,1550.0,0,0,0,0,0,,78,1,50,516.6666666666666
1444,Smart World Gems,1.16,10500,3,2,3,1.0,,flat,sector 89,1104.1029999999998,772.0999999999999,0,1,0,0,0,New Property,28,1,52,257.3666666666666
1445,M3M Woodshire,1.01,7394,2,2,3+,11.0,,flat,sector 107,1367.3659999999998,956.1999999999999,0,0,0,0,1,New Property,68,1,16,478.09999999999997
1446,Signature Global Solera 2,0.5,8928,2,2,2,13.0,,flat,sector 107,800.8,560.0,1,0,0,0,0,New Property,7,1,7,280.0
1447,Orris Carnation Residency,1.1,6686,3,4,3,6.0,East,flat,sector 85,1859.0,1300.0,0,0,1,0,0,old property,64,1,35,433.3333333333333
1448,Smart World Orchard,1.58,13739,2,2,2,3.0,South,flat,sector 61,1644.5,1150.0,0,1,0,0,0,New Property,11,1,51,575.0
1449,Signature Global Park 4,0.72,6660,3,2,3,3.0,,flat,sector 36 sohna,1082.081,756.6999999999999,1,0,0,0,0,Under Construction,0,1,0,252.23333333333332
1450,Satya Element One,0.87,19333,1,1,1,2.0,,flat,sector 49,643.5,450.0,1,0,0,0,0,relatively new,25,1,20,450.0
1451,Godrej Aria,1.7,7426,3,4,3+,6.0,East,flat,sector 79,1603.03,1121.0,0,0,1,0,0,New Property,68,1,49,373.6666666666667
1452,Breez Global Heights 88A,0.5,8375,3,2,2,2.0,,flat,sector 88a,853.7099999999999,597.0,1,0,0,0,0,,27,1,41,199.0
1453,Godrej 101,1.41,9000,2,2,3,3.0,,flat,sector 79,2247.96,1572.0,0,1,0,0,0,New Property,93,1,16,786.0
1454,Signature Global City 92,0.99,6622,3,2,3,1.0,East,flat,sector 92,2137.85,1495.0,0,0,0,0,1,New Property,23,1,41,498.3333333333333
1455,Tulip Violet,3.25,10105,4,5,3+,14.0,,flat,sector 69,3219.2159999999994,2251.2,0,0,0,1,1,relatively new,12,1,42,562.8
1456,Birla Navya,3.5,18130,3,3,3,1.0,,flat,sector 63a,1930.5,1350.0,1,0,0,0,0,Under Construction,46,1,33,450.0
1457,Parsvnath Green Ville,2.5,12820,4,5,3,1.0,South-East,flat,sector 48,2788.5,1950.0,0,0,0,0,1,old property,28,2,40,487.5
1458,Pyramid Pride,0.5,6578,2,2,1,8.0,North,flat,sector 76,1086.8,760.0,1,0,0,0,0,,75,1,41,380.0
1459,Suposhaa Smartworld Orchard,2.25,14525,3,3,2,3.0,,flat,sector 61,2215.0699999999997,1549.0,1,0,0,0,0,relatively new,0,1,5,516.3333333333334
1460,Mittal Surya Vihar,1.4,5833,5,4,2,2.0,,flat,sector 21,2402.4,1680.0,1,0,0,0,0,old property,0,1,24,336.0
1461,Trisara Our Homes 3,0.36,5980,2,2,1,1.0,,flat,sohna,643.5,450.0,1,0,0,0,0,New Property,51,1,45,225.0
1462,Godrej Aria,1.3,8843,2,2,2,7.0,,flat,sector 79,1471.47,1029.0,0,1,0,0,0,relatively new,95,2,35,514.5
1463,Kendriya Vihar,0.58,9586,1,1,1,1.0,,flat,sector 56,865.15,605.0,1,0,0,0,0,,54,1,50,605.0
1464,om apartment Dayanand colony,0.26,4373,1,1,1,3.0,North-East,flat,sector 5,833.6899999999999,583.0,1,0,0,0,0,relatively new,7,1,34,583.0
1465,Pyramid Urban Homes 2,0.6,8000,3,2,2,2.0,East,flat,sector 86,1072.5,750.0,1,0,0,0,0,New Property,8,1,25,250.0
1466,Pyramid Urban Homes 2,0.5,8319,2,2,1,2.0,East,flat,sector 86,859.43,601.0,1,0,0,0,0,relatively new,20,1,25,300.5
1467,Godrej Nature Plus,1.35,8231,3,2,3+,7.0,North-East,flat,sector-33 sohna,1641.6399999999999,1148.0,0,0,0,1,0,New Property,28,1,41,382.6666666666667
1468,Unitech South Park,1.13,7000,3,3,2,1.0,,flat,sector 70,1611.61,1127.0,1,0,0,0,0,New Property,51,1,35,375.6666666666667
1469,Raheja Atharva,1.6,5319,4,1,0,0.0,,flat,sector 109,3441.152,2406.4,1,0,0,0,0,New Property,0,1,18,601.6
1470,Greenopolis,0.65,5195,2,2,2,15.0,,flat,sector 89,1788.9299999999998,1251.0,1,0,0,0,0,relatively new,24,1,12,625.5
1471,Satya The Hermitage,0.8,5517,2,2,0,10.0,,flat,sector 103,1658.8,1160.0,1,0,0,0,0,,0,1,50,580.0
1472,Sahara Grace,5.5,14612,4,5,3+,5.0,East,flat,sector 28,3767.7639999999997,2634.7999999999997,0,0,1,0,1,old property,7,2,45,658.6999999999999
1473,Imperia The Esfera,0.95,5703,2,2,0,17.0,,flat,sector 37c,1805.232,1262.4,0,0,1,0,0,Under Construction,0,1,27,631.2
1474,Alpha Corp GurgaonOne 84,1.2,9448,2,2,1,6.0,South-West,flat,sector 84,1271.27,889.0,1,0,0,0,0,relatively new,10,1,41,444.5
1475,Smart World Orchard,1.55,13478,2,2,1,3.0,,flat,sector 61,1151.1499999999999,805.0,0,1,0,0,0,relatively new,48,1,51,402.5
1476,HCBS Sports Ville,0.3,4011,2,2,2,3.0,,flat,sohna,888.03,621.0,1,0,0,0,0,,0,1,0,310.5
1477,Whiteland Blissville,1.92,11500,3,3,2,2.0,,flat,sector 76,1344.2,940.0,1,0,0,0,0,,0,1,50,313.3333333333333
1478,Adani Aangan Arcade,0.5,7763,2,2,1,4.0,,flat,sector 89a,920.92,644.0,1,0,0,0,0,relatively new,52,0,34,322.0
1479,Adani Aangan Galleria,0.25,5000,1,1,1,6.0,,flat,sector 89a,586.3,410.0,1,0,0,0,0,New Property,60,1,12,410.0
1480,Spectrum Centre,0.62,9538,1,1,0,6.0,,flat,sector 82a,743.6,520.0,1,0,0,0,0,,0,1,5,520.0
1481,Godrej Nature Plus,1.25,9025,2,2,3,17.0,,flat,sector-33 sohna,1430.0,1000.0,1,0,0,0,0,,0,1,41,500.0
1482,Smart World Gems,0.88,7978,2,2,0,2.0,,flat,sector 89,1261.832,882.4000000000001,1,0,0,0,0,,0,1,52,441.20000000000005
1483,Vatika India Next,0.8,6426,2,2,3,9.0,,flat,sector 82,1780.35,1245.0,1,0,0,0,0,,0,1,41,622.5
1484,Godrej Nature Plus,1.1,7971,2,2,2,14.0,North,flat,sector-33 sohna,1973.3999999999999,1380.0,1,0,0,0,0,,0,1,41,690.0
1485,Sare Green Parc,0.85,6741,3,2,2,14.0,,flat,sector 92,1442.584,1008.8000000000001,1,0,0,0,0,,0,1,42,336.2666666666667
1486,Smart World Gems,1.25,8784,3,3,3,2.0,North,flat,sector 89,1424.4229999999998,996.0999999999999,0,0,0,1,0,relatively new,7,1,52,332.0333333333333
1487,Imperia Elvedor,0.55,8221,1,1,0,5.0,,flat,sector 37c,765.336,535.2,1,0,0,0,0,,0,1,0,535.2
1488,HCBS Sports Ville,0.32,5517,2,2,1,7.0,,flat,sohna,829.4,580.0,1,0,0,0,0,New Property,34,1,0,290.0
1489,Ansal Heights 86,0.82,6029,2,2,1,12.0,,flat,sector 86,1430.0,1000.0,1,0,0,0,0,New Property,28,1,27,500.0
1490,Zara Aavaas,0.4,7029,2,2,1,14.0,,flat,sector 104,569.569,398.29999999999995,1,0,0,0,0,relatively new,45,1,42,199.14999999999998
1492,Sare Green Parc,0.75,4820,3,2,2,16.0,,flat,sector 92,1803.23,1261.0,1,0,0,0,0,,0,1,42,420.3333333333333
1493,Sare Petioles,1.25,6097,3,3,3,18.0,,flat,sector 92,2931.5,2050.0,0,0,1,0,0,,27,1,5,683.3333333333334
1494,Signature Global Park,0.65,7907,2,1,2,3.0,,flat,sohna,1175.46,822.0,1,0,0,0,0,New Property,82,1,42,411.0
1495,Sare Petioles,1.3,6373,4,4,0,7.0,,flat,sector 92,2333.7599999999998,1632.0,1,0,0,0,0,,0,1,0,408.0
1496,Dhoot Time Residency,3.0,18271,3,3,3+,14.0,,flat,sector 63,2145.0,1500.0,0,0,1,0,0,relatively new,0,2,17,500.0
1497,Signature Global Park,0.68,8252,2,2,2,3.0,,flat,sohna,1178.32,824.0,1,0,0,0,0,New Property,86,1,42,412.0
1498,Tulip Petals,1.55,10000,3,2,3,6.0,East,flat,sector 89,1551.55,1085.0,0,0,0,0,0,old property,90,2,49,361.6666666666667
1499,Conscient Habitat,0.35,6422,2,2,1,3.0,North-East,flat,sector 99a,779.35,545.0,1,0,0,0,0,relatively new,39,1,0,272.5
1500,Unitech Fresco,1.85,11131,3,3,3+,0.0,,flat,sector 50,1901.3280000000002,1329.6000000000001,1,0,0,0,0,,0,1,44,443.20000000000005
1501,Sare Crescent Parc,0.49,4909,2,2,2,2.0,,flat,sector 92,1427.1399999999999,998.0,1,0,0,0,0,relatively new,75,1,5,499.0
1502,Ireo The Corridors,1.5,11111,2,2,2,10.0,,flat,sector 67a,1930.5,1350.0,0,0,0,0,0,relatively new,46,2,43,675.0
1503,Godrej Nature Plus,1.25,9025,2,2,3+,15.0,,flat,sector-33 sohna,1980.55,1385.0,1,0,0,0,0,Under Construction,27,1,41,692.5
1504,Umang Winter Hills,1.0,7500,2,2,2,3.0,,flat,sector 77,1916.1999999999998,1340.0,1,0,0,0,0,New Property,65,1,49,670.0
