,society,price,bedRoom,bathroom,balcony,floorNum,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
58,HCBS Sports Ville,0.28,2,2,1,11.0,flat,sohna,919.49,643.0,1,0,0,0,0,relatively new,23,1,0,321.5
59,Brisk Lumbini Terrace Homes,1.38,3,3,1,4.0,flat,sector 109,3113.11,2177.0,1,0,0,0,0,old property,11,1,19,725.6666666666666
60,HUDA Ashok Vihar Phase 1,0.43,2,2,1,2.0,flat,sector 3a,929.5,650.0,1,0,0,0,0,relatively new,5,1,34,325.0
61,My Home,0.28,2,1,1,2.0,flat,sector 2,1287.0,900.0,0,0,0,0,1,relatively new,8,1,53,450.0
62,M3M Heights,2.0,2,2,2,32.0,flat,sector 65,1430.0,1000.0,1,0,0,0,0,relatively new,0,1,52,500.0
63,Signature Global Park,0.9,3,2,2,2.0,flat,sohna,1121.12,784.0,1,0,0,0,0,relatively new,118,1,42,261.3333333333333
64,Signature Global Park,0.9,3,2,0,2.0,flat,sector 36 sohna,1281.28,896.0,1,0,0,0,0,relatively new,0,1,42,298.6666666666667
65,Godrej Nature Plus,1.75,3,3,0,2.0,flat,sector-33 sohna,2283.424,1596.8000000000002,1,0,0,0,0,New Property,0,1,41,532.2666666666668
66,DLF New Town Heights 1,1.8,4,4,3+,23.0,flat,sector 90,2729.727,1908.9,1,0,0,0,0,old property,0,1,25,477.225
67,Central Park Flower Valley Aqua Front Towers,2.1,3,3,2,6.0,flat,sector-33 sohna,1790.7889999999998,1252.3,1,0,0,0,0,Under Construction,36,1,28,417.4333333333333
68,Ambience Creacions,2.0,2,2,2,9.0,flat,sector 22,1973.4,1380.0,1,0,0,0,0,relatively new,28,1,49,690.0
69,Signature Global City 63A,2.0,3,3,2,1.0,flat,sector 63a,1761.76,1232.0,1,0,0,0,0,undefined,21,1,43,410.6666666666667
70,M3M Skycity,2.85,3,3,3,43.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,relatively new,93,1,43,426.5333333333333
71,Smart World Orchard,1.65,2,2,2,1.0,flat,sector 61,1716.0,1200.0,0,1,0,0,0,relatively new,34,1,51,600.0
72,HCBS Sports Ville,0.24,1,1,2,1.0,flat,sohna,463.32,324.0,1,0,0,0,0,New Property,63,1,0,324.0
73,Godrej Nature Plus,1.9,3,3,3+,14.0,flat,sector-33 sohna,2758.47,1929.0,0,0,1,0,0,New Property,78,1,41,643.0
74,Godrej Aria,1.1,2,2,3,9.0,flat,sector 79,958.864907,670.5349,1,0,0,0,0,New Property,0,1,49,335.26745
75,Ramsons Kshitij,0.32,2,2,1,8.0,flat,sector 95,633.49,443.0,0,0,0,0,1,relatively new,18,0,0,221.5
76,Conscient One,1.7,1,1,2,9.0,flat,sector 109,898.04,628.0,1,0,0,0,0,relatively new,0,1,19,628.0
77,Pareena Laxmi Apartments,0.32,2,2,2,2.0,flat,sector 99a,606.3199999999999,424.0,1,0,0,0,0,New Property,45,1,39,212.0
78,Not Applicable,0.42,2,2,1,3.0,flat,sector 3a,1072.5,750.0,1,0,0,0,0,relatively new,18,2,34,375.0
79,Godrej Nature Plus,1.55,3,2,3+,8.0,flat,sector-33 sohna,2226.51,1557.0,1,0,0,0,0,New Property,24,1,41,519.0
80,Smartworld 1DXP,2.75,4,4,3+,20.0,flat,sector 113,3713.71,2597.0,0,1,1,1,0,New Property,36,0,53,649.25
81,Ansal Housing Highland Park,1.25,3,3,3+,2.0,flat,sector 103,1510.08,1056.0,0,0,0,1,0,New Property,93,1,22,352.0
82,Trisara Our Homes 3,0.34,2,2,1,0.0,flat,sohna,899.4699999999999,629.0,1,0,0,0,0,New Property,0,1,45,314.5
83,Emaar MGF Palm Hills,1.5,3,3,3,4.0,flat,sector 77,1683.11,1177.0,1,0,0,0,0,relatively new,86,2,42,392.3333333333333
84,Pareena Coban Residences,1.6,3,3,3,6.0,flat,sector 99a,2002.0,1400.0,1,0,0,0,0,relatively new,0,1,55,466.6666666666667
85,La Vida by Tata Housing,1.5,2,2,2,13.0,flat,sector 113,1824.68,1276.0,1,0,0,0,0,New Property,0,1,41,638.0
86,La Vida by Tata Housing,1.5,2,2,2,13.0,flat,sector 113,1277.2759999999998,893.1999999999999,1,0,0,0,0,New Property,56,1,41,446.6
87,Ardee City,1.5,4,4,3,3.0,flat,sector 52,1641.64,1148.0,1,0,0,0,0,old property,59,1,32,287.0
88,M3M One Key Resiments,0.8,1,1,0,0.0,flat,sector 67,697.8399999999999,488.0,1,0,0,0,0,relatively new,0,1,34,488.0
89,Ansal Heights 86,1.25,3,2,1,11.0,flat,sector 86,1691.6899999999998,1183.0,1,0,0,0,0,New Property,54,1,27,394.3333333333333
90,MVN Athens,0.26,2,2,1,2.0,flat,sohna,687.8299999999999,481.0,1,0,0,0,0,relatively new,21,1,6,240.5
91,Signature The Serenas,0.42,2,2,1,12.0,flat,sohna,759.3299999999999,531.0,1,0,0,0,0,New Property,50,1,34,265.5
92,Sushant Lok 1 Builder Floors,2.5,3,3,2,2.0,flat,sector 43,1936.935,1354.5,1,0,0,0,0,New Property,0,1,42,451.5
93,Umang Monsoon Breeze,0.9,3,3,2,1.0,flat,sector 78,2651.22,1854.0,0,0,1,1,0,old property,60,1,16,618.0
94,GLS Avenue 51,0.42,2,2,1,4.0,flat,sector 92,845.13,591.0,0,1,0,1,0,relatively new,25,1,9,295.5
95,Signature Global Solera,0.5,2,2,1,11.0,flat,sector 107,546.5459999999999,382.2,1,0,0,0,0,relatively new,0,1,33,191.1
96,Supertech Araville,0.9,2,2,3,5.0,flat,sector 79,2002.0,1400.0,0,1,0,0,0,relatively new,50,1,5,700.0
97,Greenopolis,1.3,3,3,3+,1.0,flat,sector 89,2731.3,1910.0,0,0,1,0,0,New Property,20,1,12,636.6666666666666
98,Central Park Flower Valley Aqua Front Towers,1.7,3,3,3,12.0,flat,sector-33 sohna,1790.7889999999998,1252.3,1,0,0,0,0,Under Construction,36,1,28,417.4333333333333
99,Sare Homes,1.25,4,3,0,16.0,flat,sector 92,2333.76,1632.0,1,0,0,0,0,relatively new,28,1,5,408.0
100,micasa sec 68,1.5,2,2,3,11.0,flat,sohna road,1751.75,1225.0,1,0,0,0,0,New Property,27,1,46,612.5
101,Eldeco Accolade,1.3,3,3,3+,10.0,flat,sohna,1844.7,1290.0,1,0,0,0,0,relatively new,28,1,18,430.0
102,Hero Homes,1.75,3,3,3,2.0,flat,sector 104,1690.689,1182.3,1,0,0,0,0,relatively new,39,1,42,394.1
103,Shyam Sadan,0.55,2,2,1,4.0,flat,sector 5,1001.0,700.0,0,1,0,0,0,relatively new,44,2,34,350.0
104,M3M Heights,2.5,3,3,3,19.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,relatively new,0,1,52,426.5333333333333
105,hanumanta apartment,0.43,2,2,1,1.0,flat,sector 33,810.81,567.0,1,0,0,0,0,old property,4,1,14,283.5
106,Raheja Vedaanta,0.7,2,2,1,10.0,flat,sector 108,1644.5,1150.0,1,0,0,0,0,old property,0,1,0,575.0
107,BPTP Terra,1.95,4,3,3,7.0,flat,sector 37d,1930.5,1350.0,1,0,0,0,0,relatively new,0,1,42,337.5
108,Green Court,0.45,2,2,1,2.0,flat,sector 90,895.18,626.0,1,0,0,0,0,New Property,24,2,38,313.0
109,M3M Golf Hills Phase 1,1.7,3,2,3,10.0,flat,sector 79,1571.57,1099.0,1,0,0,0,0,relatively new,0,1,5,366.3333333333333
110,Abhinav Group Housing Society,1.1,3,2,3,5.0,flat,sector 9,2574.0,1800.0,1,0,0,0,0,New Property,27,1,36,600.0
111,Pyramid Urban Homes 2,0.5,2,2,1,10.0,flat,sector 86,743.6,520.0,1,0,0,0,0,relatively new,15,1,25,260.0
112,M3M Heights,2.8,3,3,3,20.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,relatively new,87,1,52,426.5333333333333
113,Smart World Orchard,2.2,3,3,2,3.0,flat,sector 61,2330.9,1630.0,1,0,0,0,0,New Property,31,1,59,543.3333333333334
114,Ashiana Anmol,0.9,2,2,2,13.0,flat,sohna,1359.9299999999998,951.0,1,0,0,0,0,relatively new,99,0,40,475.5
115,Signature Signum 95A,0.4,2,2,2,3.0,flat,sector 95a,735.02,514.0,1,0,0,0,0,New Property,27,1,0,257.0
116,Umang Winter Hills,1.35,3,3,3+,7.0,flat,sector 77,1714.57,1199.0,0,0,0,0,0,New Property,73,2,49,399.6666666666667
117,ROF Ananda,0.25,1,1,1,4.0,flat,sector 95,380.38,266.0,1,0,0,0,0,New Property,0,1,24,266.0
118,Smart World Gems,0.88,2,2,3,2.0,flat,sector 89,1580.15,1105.0,0,1,0,0,0,New Property,27,1,52,552.5
119,Assotech Blith,1.15,2,2,2,2.0,flat,sector 99,1366.3649999999998,955.5,0,0,0,0,1,New Property,62,2,43,477.75
120,Palam Vihar Society,3.35,4,4,3+,2.0,flat,sector 2,6435.0,4500.0,0,1,0,0,0,New Property,52,1,61,1125.0
121,DLF New Town Heights,1.65,4,4,3+,11.0,flat,sector 91,2366.364,1654.8,0,0,1,0,0,old property,71,1,50,413.7
122,Krrish Florence Estate,1.25,3,3,3,18.0,flat,sector 70,1866.865,1305.5,1,0,0,0,0,Under Construction,47,1,34,435.1666666666667
123,Piedmont Taksila heights,1.0,3,3,3+,8.0,flat,sector 37c,2197.91,1537.0,1,0,0,0,0,relatively new,28,2,21,512.3333333333334
124,SS The Leaf,2.15,3,5,3,2.0,flat,sector 85,2410.408,1685.6,1,0,0,0,0,New Property,0,1,42,561.8666666666667
125,M3M Urbana,1.0,1,1,1,17.0,flat,sector 67,944.944,660.8000000000001,1,0,0,0,0,relatively new,28,1,26,660.8000000000001
126,AIPL Zen Residences,1.65,2,2,3,23.0,flat,sector 70a,1263.262,883.4,1,0,0,0,0,New Property,74,1,42,441.7
127,DLF Regal Gardens,1.79,4,3,3+,10.0,flat,sector 90,3167.45,2215.0,1,0,0,0,0,old property,58,1,24,553.75
128,Suncity Vatsal Valley,1.45,3,3,3,4.0,flat,sector 2,1086.8,760.0,1,0,0,0,0,Under Construction,28,1,51,253.33333333333331
129,Shree shyam residency,0.22,1,1,1,2.0,flat,sector 21,664.9499999999999,465.0,1,0,0,0,0,relatively new,0,1,34,465.0
130,Project Krishna Colony,0.36,2,2,1,0.0,flat,sector 7,800.8,560.0,1,0,0,0,0,relatively new,0,1,24,280.0
131,MVN Athens,0.25,2,2,1,0.0,flat,sohna,671.528,469.6,1,0,0,0,0,relatively new,41,1,6,234.8
132,M3M Antalya Hills,1.15,3,3,3+,1.0,flat,sector 79,1577.29,1103.0,0,1,0,0,0,New Property,0,1,49,367.6666666666667
133,M3M Capital,2.9,4,4,3+,11.0,flat,sector 113,3286.14,2298.0,0,1,1,0,0,New Property,28,1,51,574.5
134,Ansal Heights,0.6,2,2,3,11.0,flat,sector 92,1321.3199999999997,924.0,0,0,0,0,1,Under Construction,36,1,0,462.0
135,Malibu Towne,2.4,3,3,0,0.0,flat,sector 47,3432.0,2400.0,1,0,0,0,0,old property,18,2,38,800.0
136,AIPL Zen Residences,1.25,2,2,3,19.0,flat,sector 70a,1804.66,1262.0,1,0,0,0,0,relatively new,0,1,26,631.0
137,M3M Heights,2.15,2,2,3+,28.0,flat,sector 65,1639.352,1146.4,1,0,0,0,0,relatively new,0,1,52,573.2
138,HCBS Sports Ville,0.3,2,2,1,4.0,flat,sohna,742.17,519.0,1,0,0,0,0,relatively new,0,1,0,259.5
139,HCBS Sports Ville,0.38,2,2,2,9.0,flat,sohna,929.5,650.0,1,0,0,0,0,relatively new,0,1,0,325.0
140,JMD Empire,1.5,2,2,3,7.0,flat,sector 62,1573.0,1100.0,1,0,0,0,0,relatively new,0,1,44,550.0
141,Assotech Blith,1.6,3,4,0,15.0,flat,sector 99,2745.6,1920.0,1,0,0,0,0,New Property,0,1,43,640.0
142,Pareena Mi Casa,1.7,4,4,3,2.0,flat,sector 68,2000.999,1399.3,1,0,0,0,0,New Property,0,1,52,349.825
143,Suncity Heights,3.25,3,3,3+,0.0,flat,sector 54,3291.86,2302.0,0,0,0,1,0,relatively new,102,2,50,767.3333333333334
144,Lotus Homz,0.6,2,2,3,9.0,flat,sector 111,1015.3,710.0,1,0,0,0,0,New Property,44,1,42,355.0
145,Maruti Vihar Colony,0.95,2,1,1,1.0,flat,sector 28,1528.6699999999998,1069.0,1,0,0,0,0,undefined,47,1,45,534.5
146,Supertech Basera,0.36,2,2,1,4.0,flat,sector 79,673.53,471.0,1,0,0,0,0,New Property,53,1,5,235.5
147,Signature Global the Millennia,0.55,2,2,3,3.0,flat,sector 37d,600.6,420.0,1,0,0,0,0,New Property,0,1,25,210.0
148,"Ganpati apartment  2, Laxman Vihar Phase 1",0.45,2,2,1,0.0,flat,sector 3a,1215.5,850.0,1,0,0,0,0,relatively new,33,1,34,425.0
149,M3M Golfestate,1.4,2,2,2,4.0,flat,sector 79,2002.0,1400.0,0,1,1,0,0,relatively new,72,0,5,700.0
150,Eldeco Accolade,0.95,2,2,3+,6.0,flat,sohna,1214.07,849.0,0,1,0,0,0,New Property,0,1,18,424.5
151,M3M Heights,3.0,3,3,3,20.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,relatively new,59,1,52,426.5333333333333
152,M3M Heights,3.67,3,3,2,27.0,flat,sector 65,2042.04,1428.0,0,0,1,0,0,relatively new,24,1,52,476.0
153,M3M Heights,3.29,3,3,3,33.0,flat,sector 65,1829.828,1279.6,1,0,0,0,0,New Property,28,1,52,426.5333333333333
154,M3M Heights,2.33,2,2,3,35.0,flat,sector 65,1262.2609999999995,882.6999999999999,1,0,0,0,0,Under Construction,28,2,52,441.35
155,South City 1 Floors,3.4,4,4,3,0.0,flat,sector 41,3317.6,2320.0,1,0,0,0,0,undefined,0,1,47,580.0
156,Zara Aavaas,0.4,2,2,1,4.0,flat,sector 104,568.5679999999999,397.6,1,0,0,0,0,relatively new,33,1,42,198.8
157,Ramprastha The Edge Towers,0.71,2,2,3,10.0,flat,sector 37d,1430.0,1000.0,0,0,0,0,1,New Property,45,1,40,500.0
158,Supertech Araville,0.78,2,2,3+,0.0,flat,sector 79,1296.2949999999998,906.5,0,0,0,0,1,New Property,62,1,5,453.25
159,La Vida by Tata Housing,1.85,3,2,2,7.0,flat,sector 113,1580.579,1105.3,1,0,0,0,0,New Property,10,1,41,368.4333333333333
160,Shapoorji Pallonji Joyville Gurugram,1.1,2,2,1,8.0,flat,sector 102,903.9029999999998,632.0999999999999,1,0,0,0,0,relatively new,97,1,34,316.04999999999995
161,Smart World Orchard,1.41,2,2,2,2.0,flat,sector 61,1315.6,920.0,0,1,0,0,0,relatively new,69,1,51,460.0
162,Supertech Araville,1.45,3,3,3,3.0,flat,sector 79,2781.35,1945.0,1,0,0,0,0,relatively new,0,1,5,648.3333333333334
163,Smart World Orchard,2.2,3,3,2,1.0,flat,sector 61,2288.0,1600.0,1,0,0,0,0,New Property,28,1,51,533.3333333333334
164,Unitech The Residences,1.1,2,2,3,9.0,flat,sector 33,1430.0,1000.0,1,0,0,0,0,old property,27,2,34,500.0
165,Emaar Imperial Gardens,2.05,3,4,3+,14.0,flat,sector 102,2895.75,2025.0,0,0,1,0,0,relatively new,91,1,41,675.0
166,Sare Homes,0.6,3,2,3,4.0,flat,sector 92,1716.0,1200.0,1,0,0,0,0,old property,28,2,5,400.0
167,Pivotal Devaan,0.41,2,2,2,10.0,flat,sector 84,690.6899999999999,483.0,1,0,0,0,0,New Property,16,2,36,241.5
168,"M M Residency, Krishna Colony, Gurgaon",0.54,2,2,1,3.0,flat,sector 7,1287.0,900.0,1,0,0,0,0,relatively new,40,1,27,450.0
169,Park Royal Apartment,1.85,3,4,3,7.0,flat,sector 56,2931.5,2050.0,0,0,1,0,0,undefined,44,1,50,683.3333333333334
170,Signature Global the Millennia,0.55,2,2,3,3.0,flat,sector 37d,858.0,600.0,1,0,0,0,0,New Property,62,1,25,300.0
171,M3M Heights,2.29,2,2,3,8.0,flat,sector 65,2049.19,1433.0,0,1,0,0,0,Under Construction,11,1,52,716.5
172,Shapoorji Pallonji Joyville Gurugram,0.97,2,2,2,12.0,flat,sector 102,858.0,600.0,1,0,0,0,0,New Property,36,1,34,300.0
173,Tulip Monsella,8.25,3,4,3,8.0,flat,sector 53,2942.94,2058.0,0,0,1,0,0,New Property,41,0,37,686.0
174,Shyamkunj ashok vihar pahse 2,0.3,2,2,1,1.0,flat,sector 5,965.25,675.0,1,0,0,0,0,relatively new,15,1,34,337.5
175,Godrej Nature Plus,1.65,2,2,3,1.0,flat,sector-33 sohna,1645.9299999999998,1151.0,1,0,0,0,0,Under Construction,48,1,41,575.5
176,M3M Heights,1.99,2,2,2,26.0,flat,sector 65,1261.26,882.0,1,0,0,0,0,relatively new,0,1,52,441.0
177,M3M The Marina,1.0,2,2,3,21.0,flat,sector 68,1144.0,800.0,1,0,0,0,0,relatively new,42,1,42,400.0
178,Emaar Digihomes,4.25,3,3,3,8.0,flat,sector 62,2288.0,1600.0,0,1,0,0,0,relatively new,26,1,44,533.3333333333334
179,Mapsko Paradise,0.95,3,3,3,1.0,flat,sector 83,1916.2,1340.0,1,0,0,0,0,old property,0,1,22,446.6666666666667
180,Cancon Enclave,1.05,3,2,2,2.0,flat,sector 4,1930.5,1350.0,1,0,0,0,0,New Property,0,2,34,450.0
181,Tata Primanti,4.1,4,5,3+,39.0,flat,sector 72,2907.905,2033.5,0,0,1,0,1,New Property,87,1,36,508.375
182,MRG World Ultimus,0.5,2,2,2,1.0,flat,sector 90,1023.88,716.0,1,0,0,0,0,relatively new,14,1,51,358.0
183,sonata group housing Gh 24,1.65,4,3,3,8.0,flat,manesar,4004.0,2800.0,0,0,1,0,0,New Property,13,1,14,700.0
184,BPTP Pedestal,1.6,3,3,3,2.0,flat,sector 70a,2252.25,1575.0,0,0,1,0,1,New Property,58,1,32,525.0
185,HSIIDC Sidco Aravali,0.9,4,4,3,7.0,flat,manesar,2469.467,1726.9,1,0,0,0,0,old property,0,1,14,431.725
186,Godrej Aria,1.1,2,2,3+,4.0,flat,sector 79,1352.351,945.7,1,0,0,0,0,New Property,28,2,49,472.85
187,Assotech Blith,0.92,2,2,3+,22.0,flat,sector 99,1366.3649999999998,955.5,1,0,0,0,0,relatively new,50,1,43,477.75
188,Sare Crescent Parc,0.7,3,3,2,14.0,flat,sector 92,1441.4399999999998,1008.0,1,0,0,0,0,Under Construction,47,1,5,336.0
189,Unitech Vistas,0.99,3,4,2,11.0,flat,sector 70,1566.5649999999998,1095.5,1,0,0,0,0,relatively new,0,1,18,365.1666666666667
190,Ansal Housing Highland Park,0.88,2,2,3,3.0,flat,sector 103,1362.361,952.7,1,0,0,0,0,New Property,54,1,22,476.35
191,Tulip White,0.91,3,2,2,12.0,flat,sector 69,1896.18,1326.0,1,0,0,0,0,old property,46,1,35,442.0
192,Mapsko Casa Bella,1.25,3,4,3+,8.0,flat,sector 82,1961.96,1372.0,1,0,0,0,0,relatively new,0,1,33,457.3333333333333
193,ILD Grand,0.66,2,2,3+,14.0,flat,sector 37c,1498.64,1048.0,1,0,0,0,0,relatively new,0,1,34,524.0
194,M3M Capital,1.83,2,2,0,7.0,flat,sector 113,1498.64,1048.0,1,0,0,0,0,New Property,0,1,51,524.0
195,Unitech Vistas,0.53,2,2,2,9.0,flat,sector 70,1096.095,766.5,0,0,0,0,1,relatively new,24,1,18,383.25
196,Ramprastha The Edge Towers,0.8,2,2,3,2.0,flat,sector 37d,1716.0,1200.0,1,0,0,0,0,relatively new,54,1,40,600.0
197,Smart World Gems,1.71,3,2,0,3.0,flat,sector 89,1627.912,1138.4,1,0,0,0,0,New Property,0,1,52,379.4666666666667
198,Sapphire Eighty Three,0.65,1,1,0,6.0,flat,sector 83,800.8,560.0,1,0,0,0,0,relatively new,0,1,14,560.0
199,Sare Crescent Parc,0.82,3,3,3+,12.0,flat,sector 92,1742.312,1218.4,1,0,0,0,0,relatively new,0,1,0,406.1333333333334
200,DLF The Grove,5.7,3,3,3,1.0,flat,sector 54,1581.008,1105.6,1,0,0,0,0,relatively new,0,1,42,368.53333333333336
201,Baani City Center,0.88,1,1,2,4.0,flat,sector 63,858.0,600.0,1,0,0,0,0,New Property,0,1,26,600.0
202,Bestech Park View Residency,1.4,3,3,3+,6.0,flat,sector 3,1781.78,1246.0,1,0,0,0,0,old property,92,0,51,415.3333333333333
203,CGHS Agrim Apartment,1.49,3,2,3+,1.0,flat,sector 45,2502.5,1750.0,1,0,0,0,0,undefined,48,2,40,583.3333333333334
204,Godrej Nature Plus,1.4,2,2,3,14.0,flat,sector-33 sohna,1980.55,1385.0,1,0,0,0,0,Under Construction,61,1,41,692.5
205,DLF Carlton Estate,2.0,3,3,2,5.0,flat,sector 53,1408.407,984.9,1,0,0,0,0,old property,64,1,35,328.3
206,Railway Officers RPF Society,1.25,4,3,3,1.0,flat,sector 9a,2582.58,1806.0,0,0,1,0,0,undefined,24,1,27,451.5
207,Godrej Air,1.05,2,2,1,15.0,flat,sector 85,1415.98028,990.196,1,0,0,0,0,relatively new,51,1,41,495.098
208,Maruti Vihar,1.0,1,1,1,1.0,flat,sector 28,1101.1,770.0,0,1,0,1,0,undefined,64,2,37,770.0
209,Shapoorji Pallonji Joyville Gurugram,2.12,3,3,3,9.0,flat,sector 102,1787.5,1250.0,1,0,0,0,0,relatively new,62,1,34,416.6666666666667
210,The Close North,3.0,3,3,3+,14.0,flat,sector 50,2607.605,1823.5,0,0,1,0,0,old property,92,2,42,607.8333333333333
211,Emaar Gurgaon Greens,1.35,3,3,3,5.0,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,95,1,42,340.6666666666667
212,Landmark The Residency,0.9,2,2,2,1.0,flat,sector 103,1351.3499999999997,945.0,1,0,0,0,0,relatively new,27,1,22,472.5
213,M3M Capital,2.37,4,4,3+,20.0,flat,sector 113,2288.0,1600.0,0,1,0,0,0,New Property,128,1,51,400.0
214,Emaar Imperial Gardens,1.98,3,3,3+,9.0,flat,sector 102,2860.0,2000.0,0,0,1,0,0,relatively new,65,2,41,666.6666666666666
215,DLF Belvedere Towers,3.7,4,4,3,18.0,flat,sector 25,3003.0,2100.0,0,0,1,0,0,undefined,16,2,45,525.0
216,m3m crown,4.67,4,4,3+,8.0,flat,sector 111,3932.5,2750.0,1,0,0,0,0,New Property,71,1,61,687.5
217,Godrej 101,1.29,2,2,3,4.0,flat,sector 79,1573.5719999999997,1100.4,1,0,0,0,0,New Property,0,1,16,550.1999999999999
218,Bestech Park View Residency,1.4,3,3,3+,6.0,flat,sector 3,1781.78,1246.0,1,0,0,0,0,old property,92,0,51,415.3333333333333
219,DLF Carlton Estate,2.0,3,3,2,5.0,flat,sector 53,1408.407,984.9,1,0,0,0,0,old property,64,1,35,328.3
220,Railway Officers RPF Society,1.25,4,3,3,1.0,flat,sector 9a,2582.58,1806.0,0,0,1,0,0,undefined,24,1,27,451.5
221,Godrej Air,1.05,2,2,1,15.0,flat,sector 85,1415.98028,990.196,1,0,0,0,0,relatively new,51,1,41,495.098
222,Maruti Vihar,1.0,1,1,1,1.0,flat,sector 28,1101.1,770.0,0,1,0,1,0,undefined,64,2,37,770.0
223,Shapoorji Pallonji Joyville Gurugram,2.12,3,3,3,9.0,flat,sector 102,1787.5,1250.0,1,0,0,0,0,relatively new,62,1,34,416.6666666666667
224,The Close North,3.0,3,3,3+,14.0,flat,sector 50,2607.605,1823.5,0,0,1,0,0,old property,92,2,42,607.8333333333333
225,Emaar Gurgaon Greens,1.35,3,3,3,5.0,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,95,1,42,340.6666666666667
226,Landmark The Residency,0.9,2,2,2,1.0,flat,sector 103,1351.3499999999997,945.0,1,0,0,0,0,relatively new,27,1,22,472.5
227,Emaar Imperial Gardens,1.98,3,3,3+,9.0,flat,sector 102,2860.0,2000.0,0,0,1,0,0,relatively new,65,2,41,666.6666666666666
228,DLF Belvedere Towers,3.7,4,4,3,18.0,flat,sector 25,3003.0,2100.0,0,0,1,0,0,undefined,16,2,45,525.0
229,Godrej 101,1.29,2,2,3,4.0,flat,sector 79,1573.5719999999997,1100.4,1,0,0,0,0,New Property,0,1,16,550.1999999999999
230,Tulip Monsella,5.6,3,3,3+,1.0,flat,sector 53,2894.892,2024.4,1,0,0,0,0,undefined,25,1,37,674.8
231,AIPL Club Residences,1.27,2,2,3+,24.0,flat,sector 70a,1864.72,1304.0,0,0,0,0,1,relatively new,95,2,42,652.0
232,Experion The Heartsong,1.36,3,2,3+,2.0,flat,sector 108,1409.98,986.0,0,1,1,0,0,relatively new,74,2,42,328.6666666666667
233,Emaar Palm Gardens,1.8,3,3,3+,9.0,flat,sector 83,1901.9,1330.0,1,0,0,0,0,relatively new,0,1,41,443.3333333333333
234,Mahindra Luminare,5.5,3,3,1,26.0,flat,sector 59,3028.025,2117.5,0,0,1,0,0,undefined,33,1,58,705.8333333333334
235,Raheja Navodaya,0.85,3,3,3,2.0,flat,sector 92,1991.99,1393.0,1,0,0,0,0,relatively new,86,1,27,464.3333333333333
236,Godrej Nature Plus,1.07,2,2,2,14.0,flat,sector-33 sohna,1386.3849999999998,969.5,1,0,0,0,0,New Property,63,1,41,484.75
237,Godrej Nature Plus,1.27,2,2,3+,9.0,flat,sector-33 sohna,1384.3829999999998,968.1,1,0,0,0,0,New Property,45,1,0,484.05
238,Emaar MGF The Palm Drive,3.45,3,4,3,6.0,flat,sector 66,2574.0,1800.0,0,0,1,0,0,relatively new,85,2,43,600.0
239,Bestech Park View Residency,1.18,2,2,3,5.0,flat,sector 3,1566.5649999999998,1095.5,0,1,0,0,0,old property,77,1,51,547.75
240,Bestech Park View Residency,1.55,3,4,3+,4.0,flat,sector 3,1921.92,1344.0,0,0,1,0,0,old property,78,1,51,448.0
241,AFNHB Jalvayu Vihar,1.3,3,3,2,2.0,flat,sector 30,1859.0,1300.0,1,0,0,0,0,undefined,10,1,47,433.3333333333333
242,DLF Regency Park 2,2.25,3,3,2,16.0,flat,sector 28,2216.5,1550.0,0,0,1,0,0,undefined,78,1,37,516.6666666666666
243,Ambience Creacions,4.8,4,6,3+,10.0,flat,sector 22,3575.0,2500.0,0,0,1,1,0,New Property,28,0,49,625.0
244,Adani M2K Oyster Grande,2.6,3,3,3,2.0,flat,sector 102,2600.598,1818.6,0,1,1,0,0,relatively new,101,1,42,606.1999999999999
245,DLF Belvedere Towers,3.4,4,4,3,1.0,flat,sector 25,3532.1,2470.0,0,0,1,0,0,undefined,16,1,45,617.5
246,Sobha City,2.9,3,4,2,8.0,flat,sector 108,2005.003,1402.1,1,0,0,0,0,New Property,95,1,33,467.3666666666666
247,Raheja Vedaanta,0.7,2,2,2,12.0,flat,sector 108,1506.505,1053.5,1,0,0,0,0,old property,68,1,0,526.75
248,Suncity Vatsal Valley,1.28,3,3,3,1.0,flat,sector 2,1916.2,1340.0,1,0,0,0,0,relatively new,42,2,51,446.6666666666667
249,DLF City Plots Phase 3,6.5,4,5,3+,3.0,flat,sector 24,5005.0,3500.0,0,0,1,0,0,New Property,24,0,37,875.0
250,Unitech Heritage City,3.63,3,3,1,11.0,flat,sector 25,3575.0,2500.0,0,0,1,0,0,undefined,52,1,45,833.3333333333334
251,Bestech Altura,1.85,3,3,3,7.0,flat,sector 79,1930.5,1350.0,0,0,1,0,0,New Property,54,1,34,450.0
252,Orris Aster Court Premier,1.38,3,4,2,6.0,flat,sector 85,2122.12,1484.0,0,0,1,0,0,relatively new,46,1,44,494.6666666666667
253,Paras Quartier,5.9,4,4,3+,19.0,flat,gwal pahari,5355.349999999999,3745.0,0,1,1,1,0,New Property,138,2,52,936.25
